Date.Processed,Analyst,X.Sample.ID,X.Sample.Tag,Date.Sampled,X.Type,X.434.nm,X.578.nm,X.730.nm,Dye,Salinity,Temperature,Real.Time.Temperature,a1a2,a1a2.2,slope,yintercept,a1a2corrected,pH_actual,pH_corrected
8/5/22,MJ Jain, CC - 2 - R2 - C, No Dye,6/7/22, Measurement 1,0.0998,0.0559,0.1339,0,26.89061,25,20.52518,1.204639175,1.177320272,-0.000341486,1.231958078,1.106115438,7.786816597,7.746783191
8/5/22,MJ Jain, CC - 2 - R2 - C, mCP Added,6/7/22, Measurement 2,0.6846,0.7598,0.1367,80,26.89061,25,20.52518,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 2 - R2 - C, mCP 2 Added,6/7/22, Measurement 3,1.2883,1.4703,0.1381,160,26.89061,25,20.52518,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 3 - R1 - 1, No Dye,6/7/22, Measurement 1,0.0773,0.0395,0.1185,0,25.89671,25,22.12708,1.498802285,1.463548102,-0.000440677,1.534056467,1.376130607,7.89261959,7.851863591
8/5/22,MJ Jain, CC - 3 - R1 - 1, mCP Added,6/7/22, Measurement 2,0.6196,0.8525,0.1181,80,25.89671,25,22.12708,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 3 - R1 - 1, mCP 2 Added,6/7/22, Measurement 3,1.186,1.6815,0.118,160,25.89671,25,22.12708,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 3 - R2 - 2, No Dye,6/7/22, Measurement 1,0.1204,0.0766,0.145,0,25.89671,25,22.12708,1.49227581,1.463804563,-0.000355891,1.520747058,1.370658532,7.890529055,7.849969346
8/5/22,MJ Jain, CC - 3 - R2 - 2, mCP Added,6/7/22, Measurement 2,0.6608,0.8783,0.1546,80,25.89671,25,22.12708,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 3 - R2 - 2, mCP 2 Added,6/7/22, Measurement 3,1.2189,1.6946,0.156,160,25.89671,25,22.12708,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 4 - R1 - 3, No Dye,6/7/22, Measurement 1,0.0837,0.046,0.1196,0,27.26991,25,25.02701,1.096062458,1.081362346,-0.000183751,1.110762569,1.007217564,7.741712683,7.702290898
8/5/22,MJ Jain, CC - 4 - R1 - 3, mCP Added,6/7/22, Measurement 2,0.6739,0.6928,0.1206,80,27.26991,25,25.02701,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 4 - R1 - 3, mCP 2 Added,6/7/22, Measurement 3,1.309,1.3795,0.1215,160,27.26991,25,25.02701,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 4 - R2 - 4, No Dye,6/7/22, Measurement 1,0.1303,0.0824,0.1482,0,27.26991,25,25.02701,1.097071929,1.078756644,-0.000228941,1.115387214,1.007861045,7.742143126,7.702587997
8/5/22,MJ Jain, CC - 4 - R2 - 4, mCP Added,6/7/22, Measurement 2,0.7646,0.7777,0.1541,80,27.26991,25,25.02701,NA,NA,NA,NA,NA,NA,NA
8/5/22,MJ Jain, CC - 4 - R2 - 4, mCP 2 Added,6/7/22, Measurement 3,1.3878,1.4498,0.1564,160,27.26991,25,25.02701,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 5 R1 - 1 , No Dye,6/7/22, Measurement 1,0.0817,0.0521,0.1238,0,27.11088,25,24.10957,1.222370395,1.1951417,-0.000340359,1.24959909,1.122435751,7.793231441,7.753174086
8/8/22,Shea, CC - 5 R1 - 1 , mCP Added,6/7/22, Measurement 2,0.6837,0.7875,0.1259,80,27.11088,25,24.10957,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 5 R1 - 1 , mCP 2 Added,6/7/22, Measurement 3,1.3012,1.5255,0.1259,160,27.11088,25,24.10957,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 5 R2 - 2, No Dye,6/7/22, Measurement 1,0.095,0.0625,0.1315,0,27.11088,25,24.10957,1.220673425,1.201848739,-0.000235309,1.239498111,1.121536555,7.792577044,7.752798793
8/8/22,Shea, CC - 5 R2 - 2, mCP Added,6/7/22, Measurement 2,0.6613,0.7507,0.1454,80,27.11088,25,24.10957,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 5 R2 - 2, mCP 2 Added,6/7/22, Measurement 3,1.2577,1.4672,0.1468,160,27.11088,25,24.10957,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 6 R1 - 3, No Dye,6/7/22, Measurement 1,0.0748,0.049,0.1211,0,26.06865,25,22.11639,1.489980833,1.450069109,-0.000498897,1.529892557,1.367648896,7.889429173,7.848561765
8/8/22,Shea, CC - 6 R1 - 3, mCP Added,6/7/22, Measurement 2,0.6506,0.906,0.123,80,26.06865,25,22.11639,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 6 R1 - 3, mCP 2 Added,6/7/22, Measurement 3,1.2281,1.744,0.1217,160,26.06865,25,22.11639,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 6 R2 - C , No Dye,6/7/22, Measurement 1,0.1372,0.1015,0.167,0,26.06865,25,22.11639,1.494497693,1.444522349,-0.000624692,1.544473036,1.371014538,7.890878895,7.849729999
8/8/22,Shea, CC - 6 R2 - C , mCP Added,6/7/22, Measurement 2,0.6986,0.9415,0.165,80,26.06865,25,22.11639,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 6 R2 - C , mCP 2 Added,6/7/22, Measurement 3,1.265,1.7615,0.1609,160,26.06865,25,22.11639,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 7 R1 - D, No Dye,6/20/22, Measurement 1,0.0798,0.054,0.1254,0,27.83942,25,19.47017,1.01536291,0.997075573,-0.000228592,1.033650246,0.932689458,7.704836864,7.665404794
8/8/22,Shea, CC - 7 R1 - D, mCP Added,6/20/22, Measurement 2,0.7166,0.7006,0.1243,80,27.83942,25,19.47017,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 7 R1 - D, mCP 2 Added,6/20/22, Measurement 3,1.3673,1.3494,0.1253,160,27.83942,25,19.47017,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 7 R2 - E, No Dye,6/20/22, Measurement 1,0.086,0.0589,0.1294,0,27.83942,25,19.47017,1.014299803,0.997681249,-0.000207732,1.030918356,0.93184319,7.704349345,7.664984301
8/8/22,Shea, CC - 7 R2 - E, mCP Added,6/20/22, Measurement 2,0.6956,0.6772,0.1306,80,27.83942,25,19.47017,NA,NA,NA,NA,NA,NA,NA
8/8/22,Shea, CC - 7 R2 - E, mCP 2 Added,6/20/22, Measurement 3,1.3412,1.3213,0.1293,160,27.83942,25,19.47017,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 8 - R1 - 1, No Dye,6/20/22, Measurement 1,0.0676,0.0478,0.1203,0,28.5,25,24.9,1.311591754,1.287838289,-0.000296918,1.335345219,1.204795291,7.823575866,7.783481765
8/8/22,Mj Jain, CC - 8 - R1 - 1, mCP Added,6/20/22, Measurement 2,0.6605,0.8251,0.1214,80,28.5,25,24.9,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 8 - R1 - 1, mCP 2 Added,6/20/22, Measurement 3,1.2617,1.5986,0.124,160,28.5,25,24.9,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 8 - R2 - 2, No Dye,6/20/22, Measurement 1,0.0733,0.0518,0.1238,0,28.5,25,24.9,1.316028666,1.292923851,-0.00028881,1.339133482,1.208928394,7.825175577,7.785093546
8/8/22,Mj Jain, CC - 8 - R2 - 2, mCP Added,6/20/22, Measurement 2,0.6462,0.8055,0.1246,80,28.5,25,24.9,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 8 - R2 - 2, mCP 2 Added,6/20/22, Measurement 3,1.2031,1.5255,0.1247,160,28.5,25,24.9,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 9 - R1 - 3, No Dye,6/20/22, Measurement 1,0.0872,0.0536,0.1234,0,28.8,25,25,1.504565801,1.475558786,-0.000362588,1.533572816,1.381923619,7.88833295,7.847735495
8/8/22,Mj Jain, CC - 9 - R1 - 3, mCP Added,6/20/22, Measurement 2,0.646,0.8942,0.1237,80,28.8,25,25,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 9 - R1 - 3, mCP 2 Added,6/20/22, Measurement 3,1.1963,1.7062,0.1237,160,28.8,25,25,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 9 - R2 - C, No Dye,6/20/22, Measurement 1,0.0897,0.0562,0.1256,0,28.8,25,25,1.507084662,1.479933726,-0.000339387,1.534235597,1.384386733,7.889134786,7.848582633
8/8/22,Mj Jain, CC - 9 - R2 - C, mCP Added,6/20/22, Measurement 2,0.6548,0.9076,0.1261,80,28.8,25,25,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 9 - R2 - C, mCP 2 Added,6/20/22, Measurement 3,1.1975,1.711,0.1256,160,28.8,25,25,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 10 - R1 - D, No Dye,6/20/22, Measurement 1,0.0871,0.0534,0.1228,0,30.43308,25,31.54021,7.155585106,5.715418502,-0.018002083,8.595751711,6.478230204,8.765762445,8.692735535
8/8/22,Mj Jain, CC - 10 - R1 - D, mCP Added,6/20/22, Measurement 2,0.3133,1.6683,0.1234,80,30.43308,25,31.54021,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 10 - R1 - D, mCP 2 Added,6/20/22, Measurement 3,0.5402,2.9656,0.1233,160,30.43308,25,31.54021,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 10 - R2 - E, No Dye,6/20/22, Measurement 1,0.0886,0.0545,0.1235,0,30.43308,25,31.54021,7.135256988,5.613156806,-0.019026252,8.657357171,6.453528991,8.763601162,8.690025836
8/8/22,Mj Jain, CC - 10 - R2 - E, mCP Added,6/20/22, Measurement 2,0.3107,1.6374,0.1238,80,30.43308,25,31.54021,NA,NA,NA,NA,NA,NA,NA
8/8/22,Mj Jain, CC - 10 - R2 - E, mCP 2 Added,6/20/22, Measurement 3,0.5525,2.9942,0.1239,160,30.43308,25,31.54021,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 11 R1 - 1, No Dye,6/20/22, Measurement 1,0.0809,0.0493,0.122,0,28.74064,25,29.19014,3.708084645,3.333145593,-0.004686738,4.083023696,3.382833055,8.349453751,8.298763325
8/9/22,Shea, CC - 11 R1 - 1, mCP Added,6/20/22, Measurement 2,0.4501,1.4167,0.1226,80,28.74064,25,29.19014,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 11 R1 - 1, mCP 2 Added,6/20/22, Measurement 3,0.8058,2.6009,0.1232,160,28.74064,25,29.19014,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 11 R2 - 2, No Dye,6/20/22, Measurement 1,0.1084,0.0724,0.1414,0,28.74064,25,29.19014,3.713919727,3.386343482,-0.004094703,4.041495971,3.391816641,8.350333085,8.300210676
8/9/22,Shea, CC - 11 R2 - 2, mCP Added,6/20/22, Measurement 2,0.4571,1.3745,0.1388,80,28.74064,25,29.19014,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 11 R2 - 2, mCP 2 Added,6/20/22, Measurement 3,0.795,2.5197,0.1384,160,28.74064,25,29.19014,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 12 R1 - 3, No Dye,6/20/22, Measurement 1,0.0902,0.0568,0.1276,0,27.88341,25,23.93335,2.313239807,2.166701791,-0.001831725,2.459777823,2.116796559,8.10153576,8.056981171
8/9/22,Shea, CC - 12 R1 - 3, mCP Added,6/20/22, Measurement 2,0.5463,1.112,0.1275,80,27.88341,25,23.93335,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 12 R1 - 3, mCP 2 Added,6/20/22, Measurement 3,1.0214,2.1407,0.1281,160,27.88341,25,23.93335,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 12 R2 - C, No Dye,7/6/22, Measurement 1,0.0952,0.0621,0.1324,0,27.88341,25,23.93335,2.299850075,2.191772016,-0.001350976,2.407928134,2.107464388,8.098602882,8.054778058
8/9/22,Shea, CC - 12 R2 - C, mCP Added,7/6/22, Measurement 2,0.5608,1.1346,0.1311,80,27.88341,25,23.93335,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 12 R2 - C, mCP 2 Added,7/6/22, Measurement 3,1.0277,2.1577,0.1313,160,27.88341,25,23.93335,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 13 R1 - D, No Dye,7/6/22, Measurement 1,0.0807,0.0523,0.1244,0,27.67275,25,20.50925,0.652675014,0.649341352,-4.17E-05,0.656008677,0.600196496,7.501675632,7.463447145
8/9/22,Shea, CC - 13 R1 - D, mCP Added,7/6/22, Measurement 2,0.7834,0.5109,0.1243,80,27.67275,25,20.50925,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 13 R1 - D, mCP 2 Added,7/6/22, Measurement 3,1.4815,0.9641,0.124,160,27.67275,25,20.50925,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 13 R2 - E, No Dye,7/6/22, Measurement 1,0.1099,0.0771,0.1464,0,27.67275,25,20.50925,0.658189655,0.655400547,-3.49E-05,0.660978764,0.60531319,7.505517956,7.467314677
8/9/22,Shea, CC - 13 R2 - E, mCP Added,7/6/22, Measurement 2,0.8026,0.5319,0.1431,80,27.67275,25,20.50925,NA,NA,NA,NA,NA,NA,NA
8/9/22,Shea, CC - 13 R2 - E, mCP 2 Added,7/6/22, Measurement 3,1.4955,0.9852,0.1407,160,27.67275,25,20.50925,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 14 - R1 - 1, No Dye,7/6/22, Measurement 1,0.0773,0.0494,0.1224,0,27.67713,25,20.85029,0.850195724,0.838398005,-0.000147471,0.861993443,0.781246279,7.622947322,7.584016334
8/9/22,MJ Jain, CC - 14 - R1 - 1, mCP Added,7/6/22, Measurement 2,0.7413,0.6139,0.1222,80,27.67713,25,20.85029,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 14 - R1 - 1, mCP 2 Added,7/6/22, Measurement 3,1.3839,1.1528,0.1231,160,27.67713,25,20.85029,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 14 - R2 - 2, No Dye,7/6/22, Measurement 1,0.0834,0.0543,0.1263,0,27.67713,25,20.85029,0.842096561,0.83600848,-7.61E-05,0.848184642,0.774246916,7.618534125,7.579881836
8/9/22,MJ Jain, CC - 14 - R2 - 2, mCP Added,7/6/22, Measurement 2,0.6909,0.5663,0.129,80,27.67713,25,20.85029,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 14 - R2 - 2, mCP 2 Added,7/6/22, Measurement 3,1.3517,1.1188,0.1294,160,27.67713,25,20.85029,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 15 - R1 - 3, No Dye,7/6/22, Measurement 1,0.08,0.0508,0.1229,0,27.77881,25,20.93441,0.946848774,0.935862279,-0.000137331,0.957835269,0.870232355,7.672515029,7.63348058
8/9/22,MJ Jain, CC - 15 - R1 - 3, mCP Added,7/6/22, Measurement 2,0.6881,0.6266,0.1233,80,27.77881,25,20.93441,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 15 - R1 - 3, mCP 2 Added,7/6/22, Measurement 3,1.343,1.2394,0.1218,160,27.77881,25,20.93441,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 15 - R2 - C, No Dye,7/6/22, Measurement 1,0.0812,0.0519,0.1239,0,27.77881,25,20.93441,0.949783411,0.937509963,-0.000153418,0.962056858,0.872830519,7.673949794,7.634856938
8/9/22,MJ Jain, CC - 15 - R2 - C, mCP Added,7/6/22, Measurement 2,0.7062,0.6456,0.1256,80,27.77881,25,20.93441,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 15 - R2 - C, mCP 2 Added,7/6/22, Measurement 3,1.333,1.2332,0.1251,160,27.77881,25,20.93441,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 16 - R1 - D, No Dye,7/6/22, Measurement 1,0.0864,0.0524,0.1239,0,27.98379,25,22.58744,1.54689808,1.514649924,-0.000403102,1.579146236,1.420616266,7.903372531,7.86260869
8/9/22,MJ Jain, CC - 16 - R1 - D, mCP Added,7/6/22, Measurement 2,0.6276,0.8898,0.1235,80,27.98379,25,22.58744,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 16 - R1 - D, mCP 2 Added,7/6/22, Measurement 3,1.1541,1.6868,0.1244,160,27.98379,25,22.58744,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 16 - R2 - E, No Dye,7/6/22, Measurement 1,0.0965,0.0597,0.129,0,27.98379,25,22.58744,1.553317317,1.51884265,-0.000430933,1.587791983,1.426347508,7.905363155,7.864528779
8/9/22,MJ Jain, CC - 16 - R2 - E, mCP Added,7/6/22, Measurement 2,0.6381,0.9007,0.1295,80,27.98379,25,22.58744,NA,NA,NA,NA,NA,NA,NA
8/9/22,MJ Jain, CC - 16 - R2 - E, mCP 2 Added,7/6/22, Measurement 3,1.1983,1.7514,0.1298,160,27.98379,25,22.58744,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 17 R1 - 1, No Dye,7/6/22, Measurement 1,0.0809,0.0469,0.1225,0,27.93911,25,22.54572,1.274048096,1.248553001,-0.000318689,1.299543191,1.170117123,7.811020032,7.770935839
8/10/22,Shea, CC - 17 R1 - 1, mCP Added,7/6/22, Measurement 2,0.681,0.8111,0.1238,80,27.93911,25,22.54572,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 17 R1 - 1, mCP 2 Added,7/6/22, Measurement 3,1.2866,1.567,0.1247,160,27.93911,25,22.54572,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 17 R2 - 2, No Dye,7/6/22, Measurement 1,0.0946,0.0591,0.1306,0,27.93911,25,22.54572,1.276768725,1.252103669,-0.000308313,1.301433781,1.172685514,7.812028122,7.771965573
8/10/22,Shea, CC - 17 R2 - 2, mCP Added,7/6/22, Measurement 2,0.6828,0.8073,0.1407,80,27.93911,25,22.54572,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 17 R2 - 2, mCP 2 Added,7/6/22, Measurement 3,1.279,1.5533,0.1427,160,27.93911,25,22.54572,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 18 R1 - 3, No Dye,7/6/22, Measurement 1,0.0814,0.051,0.125,0,27.27261,25,22.0254,1.395116735,1.353637612,-0.000518489,1.436595858,1.280246935,7.855479786,7.814720355
8/10/22,Shea, CC - 18 R1 - 3, mCP Added,7/6/22, Measurement 2,0.6423,0.8336,0.1248,80,27.27261,25,22.0254,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 18 R1 - 3, mCP 2 Added,7/6/22, Measurement 3,1.2259,1.6233,0.1256,160,27.27261,25,22.0254,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 18 R2 - C, No Dye,7/6/22, Measurement 1,0.1017,0.069,0.1392,0,27.27261,25,22.0254,1.398851974,1.362473721,-0.000454728,1.435230227,1.284084444,7.856752816,7.816135375
8/10/22,Shea, CC - 18 R2 - C, mCP Added,7/6/22, Measurement 2,0.6755,0.8721,0.1381,80,27.27261,25,22.0254,NA,NA,NA,NA,NA,NA,NA
8/10/22,Shea, CC - 18 R2 - C, mCP 2 Added,7/6/22, Measurement 3,1.247,1.6505,0.1388,160,27.27261,25,22.0254,NA,NA,NA,NA,NA,NA,NA
