Date.Processed,Analyst,X.Sample.ID,Sample.Replicate,X.Sample.Tag,DateTime.Sampled,Week,X.Type,X.434.nm,X.578.nm,X.730.nm,Dye,Salinity,Temperature,Real.Time.Temperature,a1a2,a1a2.2,slope,yintercept,a1a2corrected,pH_actual,pH_corrected
8/16/22,Shea, RB - 5 R2 - 2,R2, mCP Added,6/9/22 15:50,1, Measurement 2,0.7048,0.7819,0.1696,80,32.03898,25,23.26337,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 5 R2 - 2,R2, mCP 2 Added,6/9/22 15:50,1, Measurement 3,1.3075,1.4993,0.1774,160,32.03898,25,23.26337,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 6 R1 - 3,R1, No Dye,6/9/22 16:50,1, Measurement 1,0.0737,0.05,0.1221,0,31.98344,25,22.80201,1.200665004,1.169434659,-0.000390379,1.23189535,1.102150873,7.774515889,7.734357653
8/16/22,Shea, RB - 6 R1 - 3,R1, mCP Added,6/9/22 16:50,1, Measurement 2,0.676,0.773,0.1229,80,31.98344,25,22.80201,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 6 R1 - 3,R1, mCP 2 Added,6/9/22 16:50,1, Measurement 3,1.272,1.47,0.1228,160,31.98344,25,22.80201,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 6 R2 - C,R2, No Dye,6/9/22 16:50,1, Measurement 1,0.0953,0.0671,0.1356,0,31.98344,25,22.80201,1.194064303,1.174315068,-0.000246865,1.213813538,1.096982802,7.771922873,7.732159588
8/16/22,Shea, RB - 6 R2 - C,R2, mCP Added,6/9/22 16:50,1, Measurement 2,0.7057,0.7952,0.1395,80,31.98344,25,22.80201,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 6 R2 - C,R2, mCP 2 Added,6/9/22 16:50,1, Measurement 3,1.2899,1.4812,0.1397,160,31.98344,25,22.80201,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 7 R1 - D,R1, No Dye,6/21/22 9:39,2, Measurement 1,0.0932,0.0644,0.1325,0,32.49715,25,22.00109,1.039288005,1.02027027,-0.000237722,1.05830574,0.954643311,7.705855391,7.666360929
8/16/22,Shea, RB - 7 R1 - D,R1, mCP Added,6/21/22 9:39,2, Measurement 2,0.7207,0.7164,0.1364,80,32.49715,25,22.00109,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 7 R1 - D,R1, mCP 2 Added,6/21/22 9:39,2, Measurement 3,1.3446,1.3529,0.1387,160,32.49715,25,22.00109,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 7 R2 - E,R2, No Dye,6/21/22 9:39,2, Measurement 1,0.2822,0.1976,0.2318,0,32.49715,25,22.00109,1.034734338,1.023355577,-0.000142235,1.046113099,0.951057064,7.703809236,7.664615489
8/16/22,Shea, RB - 7 R2 - E,R2, mCP Added,6/21/22 9:39,2, Measurement 2,0.9292,0.8665,0.2483,80,32.49715,25,22.00109,NA,NA,NA,NA,NA,NA,NA
8/16/22,Shea, RB - 7 R2 - E,R2, mCP 2 Added,6/21/22 9:39,2, Measurement 3,1.5659,1.5179,0.2556,160,32.49715,25,22.00109,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 8 R1 - 1,R1, No Dye,6/21/22 10:30,2, Measurement 1,0.0742,0.0515,0.1229,0,32.37526,25,21.83981,1.138990979,1.107724902,-0.000390826,1.170257056,1.045406026,7.748926105,7.708848432
8/17/22,Shea, RB - 8 R1 - 1,R1, mCP Added,6/21/22 10:30,2, Measurement 2,0.6736,0.7341,0.1237,80,32.37526,25,21.83981,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 8 R1 - 1,R1, mCP 2 Added,6/21/22 10:30,2, Measurement 3,1.294,1.4206,0.1305,160,32.37526,25,21.83981,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 8 R2 - 2,R2, No Dye,6/21/22 10:30,2, Measurement 1,0.1027,0.0715,0.1378,0,32.37526,25,21.83981,1.145065398,1.11840082,-0.000333307,1.171729977,1.051357533,7.751419803,7.711495422
8/17/22,Shea, RB - 8 R2 - 2,R2, mCP Added,6/21/22 10:30,2, Measurement 2,0.6939,0.7481,0.1403,80,32.37526,25,21.83981,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 8 R2 - 2,R2, mCP 2 Added,6/21/22 10:30,2, Measurement 3,1.2818,1.4053,0.1429,160,32.37526,25,21.83981,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 9 R1 - 3 ,R1, No Dye,6/21/22 11:28,2, Measurement 1,0.0795,0.0556,0.1256,0,32.41318,25,22.41211,1.259824561,1.236874451,-0.000286876,1.282774672,1.157231501,7.796276845,7.756297404
8/17/22,Shea, RB - 9 R1 - 3 ,R1, mCP Added,6/21/22 11:28,2, Measurement 2,0.651,0.7752,0.1271,80,32.41318,25,22.41211,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 9 R1 - 3 ,R1, mCP 2 Added,6/21/22 11:28,2, Measurement 3,1.2245,1.4836,0.1311,160,32.41318,25,22.41211,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 9 R2 - C,R2, No Dye,6/21/22 11:28,2, Measurement 1,0.0951,0.068,0.1352,0,32.41318,25,22.41211,1.260276339,1.233390411,-0.000336074,1.287162266,1.157337241,7.796446128,7.756340279
8/17/22,Shea, RB - 9 R2 - C,R2, mCP Added,6/21/22 11:28,2, Measurement 2,0.6813,0.8049,0.1424,80,32.41318,25,22.41211,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 9 R2 - C,R2, mCP 2 Added,6/21/22 11:28,2, Measurement 3,1.2662,1.5261,0.1433,160,32.41318,25,22.41211,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 10 R1 - D,R1, No Dye,6/21/22 13:29,2, Measurement 1,0.0951,0.0677,0.1364,0,31.48275,25,25.37028,1.481576535,1.444002171,-0.00046968,1.519150899,1.360100133,7.875297359,7.834508188
8/17/22,Shea, RB - 10 R1 - D,R1, mCP Added,6/21/22 13:29,2, Measurement 2,0.6396,0.8749,0.1354,80,31.48275,25,25.37028,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 10 R1 - D,R1, mCP 2 Added,6/21/22 13:29,2, Measurement 3,1.194,1.6747,0.1371,160,31.48275,25,25.37028,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 10 R2 - E,R2, No Dye,6/21/22 13:29,2, Measurement 1,0.1059,0.0736,0.1388,0,31.48275,25,25.37028,1.482949309,1.451022605,-0.000399084,1.514876013,1.361806573,7.875740649,7.835103843
8/17/22,Shea, RB - 10 R2 - E,R2, mCP Added,6/21/22 13:29,2, Measurement 2,0.6518,0.8815,0.1422,80,31.48275,25,25.37028,NA,NA,NA,NA,NA,NA,NA
8/17/22,Shea, RB - 10 R2 - E,R2, mCP 2 Added,6/21/22 13:29,2, Measurement 3,1.211,1.6921,0.144,160,31.48275,25,25.37028,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 11 - R1 - 1,R1, No Dye,6/21/22 14:31,2, Measurement 1,0.0812,0.0446,0.1233,0,32.40299,25,23.5272,1.235705543,1.217234262,-0.000230891,1.254176824,1.135394222,7.787178383,7.747385185
8/22/22,MJ Jain, RB - 11 - R1 - 1,R1, mCP Added,6/21/22 14:31,2, Measurement 2,0.6538,0.752,0.124,80,32.40299,25,23.5272,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 11 - R1 - 1,R1, mCP 2 Added,6/21/22 14:31,2, Measurement 3,1.2355,1.46,0.1243,160,32.40299,25,23.5272,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 11 - R2 - 2,R2, No Dye,6/21/22 14:31,2, Measurement 1,0.0738,0.0469,0.1244,0,32.40299,25,23.5272,1.278268551,1.25353095,-0.00030922,1.303006152,1.17405968,7.803164227,7.763096864
8/22/22,MJ Jain, RB - 11 - R2 - 2,R2, mCP Added,6/21/22 14:31,2, Measurement 2,0.6399,0.7705,0.1245,80,32.40299,25,23.5272,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 11 - R2 - 2,R2, mCP 2 Added,6/21/22 14:31,2, Measurement 3,1.2137,1.4897,0.1248,160,32.40299,25,23.5272,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 12 - R1 - 3,R1, No Dye,6/21/22 15:29,2, Measurement 1,0.0673,0.0454,0.1202,0,32.29496,25,23.19967,1.184179053,1.163132695,-0.000263079,1.205225412,1.087785943,7.767357239,7.727566623
8/22/22,MJ Jain, RB - 12 - R1 - 3,R1, mCP Added,6/21/22 15:29,2, Measurement 2,0.6534,0.7393,0.121,80,32.29496,25,23.19967,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 12 - R1 - 3,R1, mCP 2 Added,6/21/22 15:29,2, Measurement 3,1.2385,1.4198,0.1213,160,32.29496,25,23.19967,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 12 - R2 - C,R2, No Dye,6/21/22 15:29,2, Measurement 1,0.0728,0.0512,0.1241,0,32.29496,25,23.19967,1.182504288,1.159669649,-0.000285433,1.205338927,1.086104176,7.766692086,7.726843568
8/22/22,MJ Jain, RB - 12 - R2 - C,R2, mCP Added,6/21/22 15:29,2, Measurement 2,0.6574,0.7422,0.1257,80,32.29496,25,23.19967,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 12 - R2 - C,R2, mCP 2 Added,6/21/22 15:29,2, Measurement 3,1.2399,1.4175,0.127,160,32.29496,25,23.19967,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 13 - R1 - D,R1, No Dye,7/5/22 7:33,3, Measurement 1,0.0662,0.0468,0.1201,0,32.58349,25,19.15045,0.987544484,0.976924318,-0.000132752,0.99816465,0.9077018,7.681908544,7.642823724
8/22/22,MJ Jain, RB - 13 - R1 - D,R1, mCP Added,7/5/22 7:33,3, Measurement 2,0.684,0.6569,0.1197,80,32.58349,25,19.15045,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 13 - R1 - D,R1, mCP 2 Added,7/5/22 7:33,3, Measurement 3,1.3043,1.2629,0.1203,160,32.58349,25,19.15045,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 13 - R2 - E,R2, No Dye,7/5/22 7:33,3, Measurement 1,0.0873,0.0628,0.1322,0,32.58349,25,19.15045,0.992936925,0.979190562,-0.00017183,1.006683288,0.912415911,7.684439286,7.645220296
8/22/22,MJ Jain, RB - 13 - R2 - E,R2, mCP Added,7/5/22 7:33,3, Measurement 2,0.6977,0.6689,0.1338,80,32.58349,25,19.15045,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 13 - R2 - E,R2, mCP 2 Added,7/5/22 7:33,3, Measurement 3,1.3066,1.2651,0.1324,160,32.58349,25,19.15045,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 14 - R1 - G,R1, No Dye,7/5/22 8:35,3, Measurement 1,0.0706,0.0498,0.1216,0,32.70726,25,19.40604,1.008506462,0.978413815,-0.000376158,1.038599108,0.925448882,7.691413003,7.651524195
8/22/22,MJ Jain, RB - 14 - R1 - G,R1, mCP Added,7/5/22 8:35,3, Measurement 2,0.6824,0.6668,0.1221,80,32.70726,25,19.40604,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 14 - R1 - G,R1, mCP 2 Added,7/5/22 8:35,3, Measurement 3,1.316,1.2869,0.1303,160,32.70726,25,19.40604,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 14 - R2 - B,R2, No Dye,7/5/22 8:35,3, Measurement 1,0.0767,0.0543,0.1237,0,32.70726,25,19.40604,1.016339869,0.998371601,-0.000224603,1.034308138,0.93361348,7.695013312,7.655592367
8/22/22,MJ Jain, RB - 14 - R2 - B,R2, mCP Added,7/5/22 8:35,3, Measurement 2,0.6912,0.6788,0.1262,80,32.70726,25,19.40604,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 14 - R2 - B,R2, mCP 2 Added,7/5/22 8:35,3, Measurement 3,1.3094,1.296,0.1303,160,32.70726,25,19.40604,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 15 - R1 - 1,R1, No Dye,7/5/22 9:33,3, Measurement 1,0.0684,0.022,0.1097,0,32.51494,25,19.68949,0.994315413,0.983939692,-0.000129697,1.004691135,0.913950439,7.685228786,7.646142527
8/22/22,MJ Jain, RB - 15 - R1 - 1,R1, mCP Added,7/5/22 9:33,3, Measurement 2,0.6849,0.635,0.1105,80,32.51494,25,19.68949,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 15 - R1 - 1,R1, mCP 2 Added,7/5/22 9:33,3, Measurement 3,1.2955,1.2358,0.1109,160,32.51494,25,19.68949,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 15 - R2 - 2,R2, No Dye,7/5/22 9:33,3, Measurement 1,0.0668,0.0201,0.1106,0,32.51494,25,19.68949,1.00574807,0.991428109,-0.000179,1.020068031,0.92415703,7.690544737,7.651283182
8/22/22,MJ Jain, RB - 15 - R2 - 2,R2, mCP Added,7/5/22 9:33,3, Measurement 2,0.6751,0.6319,0.11,80,32.51494,25,19.68949,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 15 - R2 - 2,R2, mCP 2 Added,7/5/22 9:33,3, Measurement 3,1.2943,1.2458,0.1109,160,32.51494,25,19.68949,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 16 - R1 - 3,R1, No Dye,7/5/22 11:36,3, Measurement 1,0.0692,0.022,0.1092,0,32.93124,25,20.37835,1.381546135,1.352396223,-0.000364374,1.410696046,1.268730723,7.838888629,7.798510612
8/22/22,MJ Jain, RB - 16 - R1 - 3,R1, mCP Added,7/5/22 11:36,3, Measurement 2,0.6308,0.7978,0.1094,80,32.93124,25,20.37835,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 16 - R1 - 3,R1, mCP 2 Added,7/5/22 11:36,3, Measurement 3,1.1922,1.557,0.1095,160,32.93124,25,20.37835,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 16 - R2 - C,R2, No Dye,7/5/22 11:36,3, Measurement 1,0.0692,0.0236,0.1096,0,32.93124,25,20.37835,1.381029518,1.356465749,-0.000307047,1.405593287,1.268615978,7.838710729,7.798467887
8/22/22,MJ Jain, RB - 16 - R2 - C,R2, mCP Added,7/5/22 11:36,3, Measurement 2,0.6266,0.7927,0.1114,80,32.93124,25,20.37835,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 16 - R2 - C,R2, mCP 2 Added,7/5/22 11:36,3, Measurement 3,1.1883,1.5537,0.114,160,32.93124,25,20.37835,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 17 - R1 - D,R1, No Dye,7/5/22 12:33,3, Measurement 1,0.0631,0.0236,0.1079,0,32.56996,25,20.37089,1.015731765,1.016329197,7.47E-06,1.015134334,0.934520412,7.695024463,7.656331883
8/22/22,MJ Jain, RB - 17 - R1 - D,R1, mCP Added,7/5/22 12:33,3, Measurement 2,0.7021,0.6725,0.1176,80,32.56996,25,20.37089,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 17 - R1 - D,R1, mCP 2 Added,7/5/22 12:33,3, Measurement 3,1.3133,1.2937,0.1164,160,32.56996,25,20.37089,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 17 - R2 - E,R2, No Dye,7/5/22 12:33,3, Measurement 1,0.069,0.0303,0.1108,0,32.56996,25,20.37089,1.029931305,1.020259319,-0.0001209,1.039603291,0.946773003,7.701488203,7.662368602
8/22/22,MJ Jain, RB - 17 - R2 - E,R2, mCP Added,7/5/22 12:33,3, Measurement 2,0.6829,0.6625,0.1133,80,32.56996,25,20.37089,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 17 - R2 - E,R2, mCP 2 Added,7/5/22 12:33,3, Measurement 3,1.3003,1.2924,0.1137,160,32.56996,25,20.37089,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 18 - R1 - G,R1, No Dye,7/5/22 13:33,3, Measurement 1,0.0655,0.031,0.109,0,32.62544,25,20.61472,1.064441507,1.043160691,-0.00026601,1.085722323,0.977606373,7.716737633,7.677121571
8/22/22,MJ Jain, RB - 18 - R1 - G,R1, mCP Added,7/5/22 13:33,3, Measurement 2,0.6712,0.6757,0.1095,80,32.62544,25,20.61472,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 18 - R1 - G,R1, mCP 2 Added,7/5/22 13:33,3, Measurement 3,1.2739,1.3044,0.1098,160,32.62544,25,20.61472,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 18 - R2 - B,R2, No Dye,7/5/22 13:33,3, Measurement 1,0.0866,0.057,0.1204,0,32.62544,25,20.61472,1.064860427,1.055030665,-0.000122872,1.074690189,0.978895679,7.716921276,7.677733658
8/22/22,MJ Jain, RB - 18 - R2 - B,R2, mCP Added,7/5/22 13:33,3, Measurement 2,0.6999,0.7098,0.1247,80,32.62544,25,20.61472,NA,NA,NA,NA,NA,NA,NA
8/22/22,MJ Jain, RB - 18 - R2 - B,R2, mCP 2 Added,7/5/22 13:33,3, Measurement 3,1.3048,1.3479,0.1263,160,32.62544,25,20.61472,NA,NA,NA,NA,NA,NA,NA
