Date.Processed,Analyst,X.Sample.ID,Sample.Replicate,X.Sample.Tag,DateTime.Sampled,Week,X.Type,X.434.nm,X.578.nm,X.730.nm,Dye,Salinity,Temperature,Real.Time.Temperature,a1a2,a1a2.2,slope,yintercept,a1a2corrected,pH_actual,pH_corrected
7/18/22,Shea, EOS - 2 R2 - 1,R2, mCP Added,6/6/22 9:33,1, Measurement 2,0.7239,0.7011,0.1388,80,29.90913,25,16.80469,NA,NA,NA,NA,NA,NA,NA
7/18/22,Shea, EOS - 2 R2 - 1,R2, mCP 2 Added,6/6/22 9:33,1, Measurement 3,1.3647,1.3314,0.1324,160,29.90913,25,16.80469,NA,NA,NA,NA,NA,NA,NA
7/18/22,Shea, EOS - 3 R1 - G,R1, No Dye,6/6/22 10:28,1, Measurement 1,0.0655,0.05,0.1243,0,29.29717,25,17.0092,1.020567602,1.004245283,-0.000204029,1.036889921,0.937633066,7.704140861,7.664778117
7/18/22,Shea, EOS - 3 R1 - G,R1, mCP Added,6/6/22 10:28,1, Measurement 2,0.6909,0.6883,0.1225,80,29.29717,25,17.0092,NA,NA,NA,NA,NA,NA,NA
7/18/22,Shea, EOS - 3 R1 - G,R1, mCP 2 Added,6/6/22 10:28,1, Measurement 3,1.3272,1.3273,0.1228,160,29.29717,25,17.0092,NA,NA,NA,NA,NA,NA,NA
7/18/22,Shea, EOS - 3 R2 - E,R2, No Dye,6/6/22 10:28,1, Measurement 1,0.1119,0.0868,0.155,0,29.29717,25,17.0092,1.021215043,1.003872217,-0.000216785,1.03855787,0.938148125,7.704436104,7.665032584
7/18/22,Shea, EOS - 3 R2 - E,R2, mCP Added,6/6/22 10:28,1, Measurement 2,0.7245,0.7126,0.1454,80,29.29717,25,17.0092,NA,NA,NA,NA,NA,NA,NA
7/18/22,Shea, EOS - 3 R2 - E,R2, mCP 2 Added,6/6/22 10:28,1, Measurement 3,1.3394,1.3299,0.1405,160,29.29717,25,17.0092,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 4 R1 - 3,R1, No Dye,6/6/22 12:28,1, Measurement 1,0.0656,0.031,0.1183,0,28.84573,25,17.41942,1.063273073,1.052243695,-0.000137867,1.074302452,0.977340604,7.724200252,7.684970492
8/1/22,Shea, EOS - 4 R1 - 3,R1, mCP Added,6/6/22 12:28,1, Measurement 2,0.6992,0.7045,0.1213,80,28.84573,25,17.41942,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 4 R1 - 3,R1, mCP 2 Added,6/6/22 12:28,1, Measurement 3,1.309,1.3462,0.1205,160,28.84573,25,17.41942,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 4 R2 - 1,R2, No Dye,6/6/22 12:28,1, Measurement 1,0.0814,0.0464,0.1282,0,28.84573,25,17.41942,1.066042385,1.049862837,-0.000202244,1.082221934,0.979481879,7.725414239,7.685986888
8/1/22,Shea, EOS - 4 R2 - 1,R2, mCP Added,6/6/22 12:28,1, Measurement 2,0.6875,0.6927,0.1256,80,28.84573,25,17.41942,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 4 R2 - 1,R2, mCP 2 Added,6/6/22 12:28,1, Measurement 3,1.3078,1.3439,0.1262,160,28.84573,25,17.41942,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 5 R1 - E,R1, No Dye,6/6/22 13:30,1, Measurement 1,0.0665,0.0377,0.1203,0,28.64717,25,17.60636,1.069409176,1.053068533,-0.000204258,1.085749818,0.982566665,7.727305125,7.687866417
8/1/22,Shea, EOS - 5 R1 - E,R1, mCP Added,6/6/22 13:30,1, Measurement 2,0.6553,0.6675,0.1184,80,28.64717,25,17.60636,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 5 R1 - E,R1, mCP 2 Added,6/6/22 13:30,1, Measurement 3,1.2699,1.3147,0.1187,160,28.64717,25,17.60636,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 5 R2 - G,R2, No Dye,6/6/22 13:30,1, Measurement 1,0.0892,0.0587,0.1346,0,28.64717,25,17.60636,1.076156704,1.058088484,-0.000225853,1.094224924,0.988638154,7.730242032,7.690728506
8/1/22,Shea, EOS - 5 R2 - G,R2, mCP Added,6/6/22 13:30,1, Measurement 2,0.6813,0.6959,0.1345,80,28.64717,25,17.60636,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 5 R2 - G,R2, mCP 2 Added,6/6/22 13:30,1, Measurement 3,1.2719,1.3209,0.1329,160,28.64717,25,17.60636,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 6 R1 - 4,R1, No Dye,6/6/22 14:35,1, Measurement 1,0.0658,0.0407,0.1174,0,28.71791,25,17.87505,1.080316742,1.07284986,-9.33E-05,1.087783624,0.993302119,7.731894864,7.69276658
8/1/22,Shea, EOS - 6 R1 - 4,R1, mCP Added,6/6/22 14:35,1, Measurement 2,0.6894,0.714,0.1222,80,28.71791,25,17.87505,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 6 R1 - 4,R1, mCP 2 Added,6/6/22 14:35,1, Measurement 3,1.2936,1.3625,0.1183,160,28.71791,25,17.87505,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 6 R2 -2,R2, No Dye,6/6/22 14:35,1, Measurement 1,0.0914,0.0633,0.1366,0,28.71791,25,17.87505,1.089880047,1.074455899,-0.000192802,1.105304195,1.001472522,7.736013071,7.696575132
8/1/22,Shea, EOS - 6 R2 -2,R2, mCP Added,6/6/22 14:35,1, Measurement 2,0.686,0.7111,0.1393,80,28.71791,25,17.87505,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 6 R2 -2,R2, mCP 2 Added,6/6/22 14:35,1, Measurement 3,1.294,1.3646,0.1362,160,28.71791,25,17.87505,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 7 R1 - C,R1, No Dye,6/23/22 11:28,2, Measurement 1,0.0609,0.0424,0.1178,0,31.44275,25,16.24282,0.891230345,0.871728545,-0.000243772,0.910732145,0.818389154,7.636762976,7.59743352
8/1/22,Shea, EOS - 7 R1 - C,R1, mCP Added,6/23/22 11:28,2, Measurement 2,0.678,0.5924,0.118,80,31.44275,25,16.24282,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 7 R1 - C,R1, mCP 2 Added,6/23/22 11:28,2, Measurement 3,1.3354,1.1655,0.1182,160,31.44275,25,16.24282,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 7 R2 - D,R2, No Dye,6/23/22 11:28,2, Measurement 1,0.0833,0.0598,0.1328,0,31.44275,25,16.24282,0.885483118,0.88206834,-4.27E-05,0.888897896,0.81437431,7.633773355,7.595169672
8/1/22,Shea, EOS - 7 R2 - D,R2, mCP Added,6/23/22 11:28,2, Measurement 2,0.728,0.6309,0.1348,80,31.44275,25,16.24282,NA,NA,NA,NA,NA,NA,NA
8/1/22,Shea, EOS - 7 R2 - D,R2, mCP 2 Added,6/23/22 11:28,2, Measurement 3,1.3864,1.2113,0.1318,160,31.44275,25,16.24282,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 8 - R1 - D,R1, No Dye,6/23/22 12:23,2, Measurement 1,0.0768,0.0601,0.1346,0,31.03625,25,17.31529,0.945371079,0.935632184,-0.000121736,0.955109974,0.868971488,7.66491778,7.625938035
8/2/22,Shea, EOS - 8 - R1 - D,R1, mCP Added,6/23/22 12:23,2, Measurement 2,0.729,0.6766,0.1333,80,31.03625,25,17.31529,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 8 - R1 - D,R1, mCP 2 Added,6/23/22 12:23,2, Measurement 3,1.3814,1.287,0.1332,160,31.03625,25,17.31529,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 8 R2 - C,R2, No Dye,6/23/22 12:23,2, Measurement 1,0.122,0.0978,0.1671,0,31.03625,25,17.31529,0.954742417,0.944402016,-0.000129255,0.965082818,0.877545664,7.669491576,7.630471611
8/2/22,Shea, EOS - 8 R2 - C,R2, mCP Added,6/23/22 12:23,2, Measurement 2,0.7436,0.6912,0.1656,80,31.03625,25,17.31529,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 8 R2 - C,R2, mCP 2 Added,6/23/22 12:23,2, Measurement 3,1.4022,1.3134,0.1695,160,31.03625,25,17.31529,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 9 R1 - 2,R1, No Dye,6/23/22 13:23,2, Measurement 1,0.0668,0.0493,0.1247,0,29.93469,25,18.87275,1.084431837,1.076280897,-0.000101887,1.092582777,0.997034054,7.731103695,7.691942431
8/2/22,Shea, EOS - 9 R1 - 2,R1, mCP Added,6/23/22 13:23,2, Measurement 2,0.6673,0.7004,0.1259,80,29.93469,25,18.87275,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 9 R1 - 2,R1, mCP 2 Added,6/23/22 13:23,2, Measurement 3,1.2769,1.3566,0.1246,160,29.93469,25,18.87275,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 9 R2 - 4,R2, No Dye,6/23/22 13:23,2, Measurement 1,0.1825,0.1458,0.2091,0,29.93469,25,18.87275,1.092643941,1.067055394,-0.000319857,1.118232488,1.003213301,7.734629565,7.694815384
8/2/22,Shea, EOS - 9 R2 - 4,R2, mCP Added,6/23/22 13:23,2, Measurement 2,0.7939,0.814,0.2074,80,29.93469,25,18.87275,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 9 R2 - 4,R2, mCP 2 Added,6/23/22 13:23,2, Measurement 3,1.4088,1.4703,0.2049,160,29.93469,25,18.87275,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 10 R1 - G,R1, No Dye,6/23/22 15:23,2, Measurement 1,0.0829,0.0636,0.1367,0,30.0362,25,18.36998,1.041468065,1.032561153,-0.000111336,1.050374976,0.957447343,7.712024605,7.672913949
8/2/22,Shea, EOS - 10 R1 - G,R1, mCP Added,6/23/22 15:23,2, Measurement 2,0.7188,0.7256,0.1432,80,30.0362,25,18.36998,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 10 R1 - G,R1, mCP 2 Added,6/23/22 15:23,2, Measurement 3,1.3298,1.3567,0.1369,160,30.0362,25,18.36998,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS -10 R2 - E,R2, No Dye,6/23/22 15:23,2, Measurement 1,0.1779,0.1452,0.2061,0,30.0362,25,18.36998,1.036577181,1.027817977,-0.00010949,1.045336385,0.95295935,7.709830926,7.670734718
8/2/22,Shea, EOS -10 R2 - E,R2, mCP Added,6/23/22 15:23,2, Measurement 2,0.7742,0.7633,0.2064,80,30.0362,25,18.36998,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS -10 R2 - E,R2, mCP 2 Added,6/23/22 15:23,2, Measurement 3,1.3934,1.3998,0.2037,160,30.0362,25,18.36998,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 11 R1 - 1,R1, No Dye,6/23/22 16:23,2, Measurement 1,0.0737,0.0546,0.129,0,30.30004,25,18.51112,1.121181263,1.09458578,-0.000332444,1.147776746,1.029388941,7.745921302,7.706032391
8/2/22,Shea, EOS - 11 R1 - 1,R1, mCP Added,6/23/22 16:23,2, Measurement 2,0.6638,0.7161,0.1299,80,30.30004,25,18.51112,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 11 R1 - 1,R1, mCP 2 Added,6/23/22 16:23,2, Measurement 3,1.2823,1.3926,0.1352,160,30.30004,25,18.51112,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 11 R2 - 3,R2, No Dye,6/23/22 16:23,2, Measurement 1,0.1335,0.1044,0.1725,0,30.30004,25,18.51112,1.117810005,1.103672788,-0.000176715,1.131947222,1.02727003,7.744511334,7.705072716
8/2/22,Shea, EOS - 11 R2 - 3,R2, mCP Added,6/23/22 16:23,2, Measurement 2,0.7467,0.7899,0.172,80,30.30004,25,18.51112,NA,NA,NA,NA,NA,NA,NA
8/2/22,Shea, EOS - 11 R2 - 3,R2, mCP 2 Added,6/23/22 16:23,2, Measurement 3,1.3465,1.4518,0.1728,160,30.30004,25,18.51112,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 12 - R1 - 1,R1, No Dye,6/23/22 17:23,2, Measurement 1,0.0614,0.0292,0.1155,0,30.40289,25,18.00607,1.045649753,1.033815665,-0.000147926,1.057483842,0.96106342,7.71311881,7.673889067
8/3/22,Shea, EOS - 12 - R1 - 1,R1, mCP Added,6/23/22 17:23,2, Measurement 2,0.6902,0.6867,0.1156,80,30.40289,25,18.00607,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 12 - R1 - 1,R1, mCP 2 Added,6/23/22 17:23,2, Measurement 3,1.3254,1.3434,0.115,160,30.40289,25,18.00607,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 12 - R2 - 3,R2, No Dye,6/23/22 17:23,2, Measurement 1,0.0958,0.0611,0.139,0,30.40289,25,18.00607,1.047748758,1.026311643,-0.000267964,1.069185873,0.962236349,7.714053771,7.67445499
8/3/22,Shea, EOS - 12 - R2 - 3,R2, mCP Added,6/23/22 17:23,2, Measurement 2,0.7178,0.7129,0.1369,80,30.40289,25,18.00607,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 12 - R2 - 3,R2, mCP 2 Added,6/23/22 17:23,2, Measurement 3,1.3515,1.3633,0.1359,160,30.40289,25,18.00607,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 13 - R1 - E,R1, No Dye,7/7/22 9:16,3, Measurement 1,0.0793,0.0502,0.1262,0,29.80839,25,17.58946,1.005124099,0.993870968,-0.000140664,1.016377231,0.923825232,7.695966898,7.656827738
8/3/22,Shea, EOS - 13 - R1 - E,R1, mCP Added,7/7/22 9:16,3, Measurement 2,0.7014,0.6755,0.1238,80,29.80839,25,17.58946,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 13 - R1 - E,R1, mCP 2 Added,7/7/22 9:16,3, Measurement 3,1.3218,1.2921,0.1242,160,29.80839,25,17.58946,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 13 - R2 - G,R2, No Dye,7/7/22 9:16,3, Measurement 1,0.1452,0.1067,0.1726,0,29.80839,25,17.58946,1.008073632,0.992031225,-0.00020053,1.024116038,0.92616052,7.697329918,7.65799675
8/3/22,Shea, EOS - 13 - R2 - G,R2, mCP Added,7/7/22 9:16,3, Measurement 2,0.7636,0.7301,0.1717,80,29.80839,25,17.58946,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 13 - R2 - G,R2, mCP 2 Added,7/7/22 9:16,3, Measurement 3,1.377,1.3386,0.1702,160,29.80839,25,17.58946,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 14 - R1 - C,R1, No Dye,7/7/22 0:00,3, Measurement 1,0.0646,0.0423,0.1161,0,29.33098,25,18.1429,1.076353851,1.063872255,-0.00015602,1.088835447,0.98926045,7.728884743,7.689578077
8/3/22,Shea, EOS - 14 - R1 - C,R1, mCP Added,7/7/22 10:17,3, Measurement 2,0.6596,0.6827,0.1165,80,29.33098,25,18.1429,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 14 - R1 - C,R1, mCP 2 Added,7/7/22 10:17,3, Measurement 3,1.261,1.3225,0.1167,160,29.33098,25,18.1429,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 14 - R2 - D,R2, No Dye,7/7/22 10:17,3, Measurement 1,0.1605,0.119,0.1797,0,29.33098,25,18.1429,1.081827658,1.063808574,-0.000225239,1.099846742,0.993859412,7.731254192,7.691733717
8/3/22,Shea, EOS - 14 - R2 - D,R2, mCP Added,7/7/22 10:17,3, Measurement 2,0.7397,0.7453,0.1833,80,29.33098,25,18.1429,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 14 - R2 - D,R2, mCP 2 Added,7/7/22 10:17,3, Measurement 3,1.3398,1.3838,0.1816,160,29.33098,25,18.1429,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 15 - R1 - 2,R1, No Dye,7/7/22 11:17,3, Measurement 1,0.0652,0.0432,0.116,0,29.52083,25,18.2107,1.045163409,1.032079274,-0.000163552,1.058247544,0.960517281,7.714763073,7.675486485
8/3/22,Shea, EOS - 15 - R1 - 2,R1, mCP Added,7/7/22 11:17,3, Measurement 2,0.6745,0.68,0.1164,80,29.52083,25,18.2107,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 15 - R1 - 2,R1, mCP 2 Added,7/7/22 11:17,3, Measurement 3,1.2706,1.2952,0.1171,160,29.52083,25,18.2107,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 15 - R2 - 4,R2, No Dye,7/7/22 11:17,3, Measurement 1,0.1315,0.0977,0.1629,0,29.52083,25,18.2107,1.047300526,1.034034355,-0.000165827,1.060566696,0.962469084,7.715715409,7.676428351
8/3/22,Shea, EOS - 15 - R2 - 4,R2, mCP Added,7/7/22 11:17,3, Measurement 2,0.7573,0.7532,0.1608,80,29.52083,25,18.2107,NA,NA,NA,NA,NA,NA,NA
8/3/22,Shea, EOS - 15 - R2 - 4,R2, mCP 2 Added,7/7/22 11:17,3, Measurement 3,1.378,1.3951,0.1586,160,29.52083,25,18.2107,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 16 - R1 - 4,R1, No Dye,7/7/22 13:17,3, Measurement 1,0.0729,0.0407,0.1249,0,28.66608,25,19.04072,1.122705642,1.110522939,-0.000152284,1.134888346,1.031928252,7.750005202,7.71062768
8/4/22,Shea, EOS - 16 - R1 - 4,R1, mCP Added,7/7/22 13:17,3, Measurement 2,0.6615,0.7015,0.1251,80,28.66608,25,19.04072,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 16 - R1 - 4,R1, mCP 2 Added,7/7/22 13:17,3, Measurement 3,1.285,1.3939,0.1252,160,28.66608,25,19.04072,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 16 - R2 - 2,R2, No Dye,7/7/22 13:17,3, Measurement 1,0.076,0.0442,0.1255,0,28.66608,25,19.04072,1.136288455,1.118309859,-0.000224732,1.154267051,1.04396752,7.755639034,7.716032887
8/4/22,Shea, EOS - 16 - R2 - 2,R2, mCP Added,7/7/22 13:17,3, Measurement 2,0.6861,0.7367,0.131,80,28.66608,25,19.04072,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 16 - R2 - 2,R2, mCP 2 Added,7/7/22 13:17,3, Measurement 3,1.2897,1.4117,0.1311,160,28.66608,25,19.04072,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 17 - R1 - D,R1, No Dye,7/7/22 14:17,3, Measurement 1,0.0711,0.0442,0.1231,0,28.31927,25,19.52141,1.208487085,1.185520362,-0.000287084,1.231453808,1.109998535,7.785303034,7.74540842
8/4/22,Shea, EOS - 17 - R1 - D,R1, mCP Added,7/7/22 14:17,3, Measurement 2,0.6672,0.7646,0.123,80,28.31927,25,19.52141,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 17 - R1 - D,R1, mCP 2 Added,7/7/22 14:17,3, Measurement 3,1.2641,1.4722,0.1232,160,28.31927,25,19.52141,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 17 - R2 - 1,R2, No Dye,7/7/22 14:17,3, Measurement 1,0.1146,0.081,0.1525,0,28.31927,25,19.52141,1.205547301,1.183184671,-0.000279533,1.22790993,1.107341465,7.784156747,7.744287009
8/4/22,Shea, EOS - 17 - R2 - 1,R2, mCP Added,7/7/22 14:17,3, Measurement 2,0.7172,0.8081,0.1494,80,28.31927,25,19.52141,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 17 - R2 - 1,R2, mCP 2 Added,7/7/22 14:17,3, Measurement 3,1.3227,1.5245,0.1495,160,28.31927,25,19.52141,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 18 - R1 - G,R1, No Dye,7/7/22 15:18,3, Measurement 1,0.0691,0.0451,0.1213,0,28.32333,25,19.93464,1.245334238,1.220037613,-0.000316208,1.270630863,1.143715272,7.799446876,7.759416183
8/4/22,Shea, EOS - 18 - R1 - G,R1, mCP Added,7/7/22 15:18,3, Measurement 2,0.6581,0.7787,0.1209,80,28.32333,25,19.93464,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 18 - R1 - G,R1, mCP 2 Added,7/7/22 15:18,3, Measurement 3,1.2427,1.492,0.1206,160,28.32333,25,19.93464,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 18 - R2 - 3,R2, No Dye,7/7/22 15:18,3, Measurement 1,0.0974,0.0674,0.1402,0,28.32333,25,19.93464,1.243544304,1.219800961,-0.000296792,1.267287647,1.142190818,7.798768407,7.758790831
8/4/22,Shea, EOS - 18 - R2 - 3,R2, mCP Added,7/7/22 15:18,3, Measurement 2,0.6887,0.803,0.139,80,28.32333,25,19.93464,NA,NA,NA,NA,NA,NA,NA
8/4/22,Shea, EOS - 18 - R2 - 3,R2, mCP 2 Added,7/7/22 15:18,3, Measurement 3,1.2712,1.5136,0.1387,160,28.32333,25,19.93464,NA,NA,NA,NA,NA,NA,NA
